rating,title,text
5.0,Easy to get easy to use,Very easy to use
5.0,Perfect gift for Amazon shoppers,"I got this for a coworker, she loves shopping Amazon, and I thought it was the perfect gift for her farewell. Selected a box that looked like a small package, even my boss liked it very much and it was the talk of the party."
5.0,Buffalo Wild Wings Gift Card,"My son loves this place for hanging out with friends and watching sports - or for a &#34;pre-movie&#34; dinner stop. Delivery only took a couple of days, making it an even better choice!"
1.0,Came open with code showing.,Not sure why but card came out of the packaging with codes showing. Hopefully it works when he goes there!
5.0,Nice gift card,Nice design.
5.0,Super Cute!,This was a gift my sister in law loved it.
5.0,Gift card,Fabulous all around
3.0,Envelope,Gift card did not ome with the envelope
5.0,Way to split payments if needed,Quick reload easy to split payments on big purchases
5.0,Easy,"Easy, safe and secure"
5.0,Baby gift,Gift
5.0,Great gift,Great gift
5.0,Gift card great,Our grandsons that are 10 and 11 years old loved the gift card  so they get to buy what they want.
1.0,Thanks for delivering my nephew's present late,"I ordered the gift card to be delivered on December 24 with confidence that Amazon would deliver as promised.  The gift card didn't deliver until December 26, the day after Christmas, so my nephew didn't have a gift from me on Christmas day.  I'm incredibly disappointed and after being a customer of Amazon for many years, will reconsider utilizing them when the delivery date counts."
5.0,Easy to use,"Easy to use, safe,secure, fast!"
5.0,La versatilidad,Buena inversión
5.0,Five Stars,Excellent.
5.0,Saving EVERY CENT IS IMPORTANT TO ME,LOVED THAT I GOT A FREE $10 JUST TO USE IT!!
5.0,Fast easy birthday gift,Love that we can order a card and have it delivered the next day in time for a birthday present.  Love it
5.0,As described,As described
5.0,Faster,Easier
5.0,Gift cards,My daughter loves them
5.0,Amazon gift cards.,My daughter loves them.
5.0,Good calue,Good value
5.0,Five Stars,A prefect gift.
5.0,Movies,Yea!
1.0,One Star,LIke to send a gift card this way....
5.0,Great gift box for a birthday,Great gift box for a birthday
5.0,Cute box for mother's day!,Cute box for mother's day! Beats having to wrap your gift card!
5.0,Code worked fine!,Everything arrived fine and the iTunes app scanned the code just fine.
5.0,Five Stars,good!
5.0,"Awesome, Easy, & Cute!",What's better for a last minute gift than an Amazon gift card?? HAVING THAT GIFT CARD DELIVERED DIRECTLY TO YOUR DOOR! Super cute options for the gift card holders as well!
5.0,serves it's purpose,pretty great for convenience and utility
5.0,Great for gifting,Gave this to one of my friends for a special occasion and she loved the design. It’s so cute!
5.0,Five Stars,worked very well
5.0,Smile inducer!,Can’t wait to see my daughter smile when she finds this in her stocking!
5.0,Just what we were looking for !!!!,Makes an easy virtual payment a safe transaction.
3.0,gift card.,Would like to see the amount of the gift on the card.
5.0,Five Stars,awesome!!!
5.0,Gift Card Reload,I love my Gift Card Reload.  It is so  easy to use!
5.0,Cute envelope,Gift card arrived in the envelope. Very cute & ready to go for easy gift giving!
5.0,Great teacher gift,"Received quick, great gift for teachers and school staff"
5.0,It's a nice little surprise in the mail box,I've been doing this for my mom the past few years since I'm not home to give her a present. It's a nice little surprise in the mail box
5.0,Perfect,Adorable and who couldn't put an Amazon gift card to good use.
5.0,Easy to use.,Great Christmas gift.
1.0,I did not get credit for this when I added ...,I did not get credit for this when I added to my purchase. There still a balance of $50 on it
5.0,Five Stars,Very cute and unique gift cards!
5.0,There an spent,I spent it all the way I do it
5.0,Easy,Did it online
5.0,Adorable box,Looks like a mermaid. Super cute!
5.0,Great grad gift!,Amazon gift cards are a great gift! They are delivered fast!
5.0,Five Stars,met my expectations
4.0,Four Stars,item was not for me
4.0,Four Stars,item was not for me
5.0,Super cute,My niece loved it!
5.0,Gift giving made affordable and easy!!,Love the lightning deals!!! Keep offering… I’ll keep scoring GREAT deals!!!
5.0,Fun,Easy to gift to others.
5.0,Fun,Fun to give as gifts with a gift card.
5.0,A great baby shower gift,Great gift for a baby shower
5.0,Five Stars,Best sev
5.0,i order this card twice a year with no issues,i havent had any issues at all. i order this twice a year for a relatives birthday and christmas and it's worked every time and got here fast.
1.0,NO cards included,What you see in the picture?  That's not what you get.  I received (3) gift cards in a small plastic baggie.
5.0,Amazon Credit Reload,Very easy procedure to do on the computer. Good to have a balance on hand for on line purchases.
5.0,Amazon gift card benefits.,Easy way to add dollars to your Amazon account.
1.0,Doesn’t work.,My mother went to use the gift card and it didn’t work.  She had to pay for her order.  Embarrassing!
5.0,Packaging  was a great bonus,Rate a 5 star cause of the packaging at no extra cost. Great idea for a Christmas gift
5.0,Perfect,Perfect
5.0,Fast and convenient,"Instant deliver to your email/phone, will buy more in future as needed."
1.0,Reload is a Dud!,"I liked the idea of having a credit balance with Amazon.com, as I frequently shop the site, and have items on Subscribe and Save.<br />For unknown reason(s), purchases are not being deducted from the balance. Very disappointing."
1.0,Purchased and Can't Use,Spent $60 on a gift card only to load it and be told I can't apply it to an account with a bundled offer.. I didn't even know I had a bundled offer. Why in the world would they not accept a gift card as they would cash? Just lost $60. Very disappointed. They must make a lot of money off this.
5.0,Fast and useful,The reload was done within five minutes and I was able to use the amount right away. It's definitely a good option if you want to use gift-cards or similar on Amazon.
5.0,Five Stars,Gift cards are always nice.
5.0,Five Stars,its a gift card... thats about all I can say. :p
5.0,Five Stars,As expected.
5.0,Awesome,You can just load it with money and give it as a gift
5.0,5⭐️,Easy to use! Love doing this so I don’t have to have pending/multiple purchases on my bank account
5.0,Convenient,Can’t beat the convenience!
5.0,"Buy these, prefect for marshmallows, work for dogs","These are awesome, fold down small, easy for the kids.  Have already recommended to friends."
5.0,"Easy to use, once you add it to your account.  Easy to apply at check out","Very convenient to use and to give about as a gift.  I alway use them for the holidays, specifically Christmas and birthday."
5.0,It's always a great value,Amazon is the best thing that's ever happened to America and the rest of the world.
5.0,It worked,It was great
5.0,Fast reload,Super fast and simple
5.0,The best gift,Convenient ASF
5.0,Excellent Gift  Idea,Great gift to my Grand Kids.
5.0,Gift cards are really a nice when you have no idea what a person really ...,Christmas gift.  Gift cards are really a nice when you have no idea what a person really wants.
2.0,False Advertising,Gift was correct and worked fine. Arrived promptly as a Prime item. My issue is that the headline should be updated to remove 'Free Appetizer Bonus Offer&#34; since that offer expired in December 2016. Very frustrating.
5.0,Came quickly and was as advertised...,Great gift with attractive envelope !!
5.0,great gift,"love that the gift card comes as a physical card and also that it comes with a card and envelope, so that you don't have to purchase a gift card holder."
5.0,I love Amazon!,Great Value. Way to go Amazon!
5.0,I don't know what other people are doing wrong,"The card worked perfectly fine it arrived. I followed the instructions. went to the website registered my card, made myself a four digit PIN, and used it at the store with no problem. I didn't trust at first because of other reviews maybe they're the scammers but this worked perfectly fine with no problem."
5.0,It Work!,Having the gift to reload works well for me.
5.0,The cost compared from Amazon compared to other cards,Very reasonable price for the gift card
5.0,cute tin with hanging ribbon!,Perfect gift and cute tin! My family member even put the cute tin on her tree so it didn't get lost.
5.0,Starflake,I found it was very pretty and season appropriate.
5.0,Five Stars,Fun was had by all!  Great gift.
5.0,Five Stars,quick and easy
5.0,Five Stars,Such an easy gift to give!
5.0,Five Stars,Fast
1.0,Amazon failed to include gift message,This gift card was a gift and Amazon failed to enclose the message I wrote so the recipient didn't know who sent it!!
1.0,DO NOT BUY!,Fraud alert!!!!<br />It had a zero balance on the gift card!
5.0,Makes a great gift,Makes a great gift.  Unlike other gift cards these come in cute tins for no extra cost.
5.0,Makes a great gift,Makes a great gift
5.0,None,Very easy
5.0,Five Stars,very cute tin
5.0,Cute Box,Cute box for the graduate
5.0,Highly Recommend,This has a very attractive presentation and is nice quality. I will definitely buy again.
5.0,Good for ALl Ages,Would buy again. Attractive.
5.0,Cute Little Aamazon Shipping Box,The box is cleverly designed. Top stays closed with magnet.
5.0,Five Stars,very satisfied
5.0,Five Stars,very satisfied
5.0,Reloading Amazon gift card,Simple and easy to use gift card. No fuss no muss
5.0,Easy purchase!,Easy purchase that everyone likes to receive.  The snowflake tin is a nice touch and eliminates the need for wrapping.
5.0,Cute,Came as described.
5.0,Amazon gift card,Great gift with cool box!
5.0,Unique and attractive,This was a cute way to give a gift card.  The design is catchy and motivating.  It adds an extra special touch to the gift card.
5.0,Easy to use,"Arrived quickly, very easy to use, it's a gift card, not much to review here. I'll be ordering it again"
5.0,... purchase of the reload to my account was very easy and I am enjoying the ease of having funds ...,The purchase of the reload to my account was very easy and I am enjoying the ease of having funds available.
5.0,Five Stars,ARRIVED ON TIME AND CAN USE FOR EVERYTHING I HAVE PURCHASED
5.0,"Finally, buying a card online that I can gift in person","I love that I’m able to buy a gift card, wrapped beautifully, without having to go to the store. Everyone is getting these because I’m not a fan of how impersonal a printed e gift card is when you know you need to buy a gift card."
5.0,Gift card,It's a gift card
5.0,Good!,Good!
5.0,Five Stars,Beautiful colors and high quality. It made putting a gift card inside a Christmas stocking much classier!
3.0,Love the Gift Card - Hate the Dented Package,"I was excited about giving my daughter an Amazon gift card in its own tin box. I was pleased with the service provided, however I was disappointed when I saw the tin box. It was damaged in the mail and one corner was bent out of shape. I have purchased the snowflake tin box before and used it again and have surprised people when they opened it to find an Amazon gift card inside. I will not be able to reuse the square box again due to its damage. I will continue to order gift cards in the future, but I hope not to be disappointed again. I realize this was probably not Amazon's fault, but I hope they will try to package it more securely and mark it on the envelope in the future."
5.0,Great gift,Simple & cute
5.0,... it as a gift to my brother and he loved it!,I sent it as a gift to my brother and he loved it!
5.0,Your Golden Gift,No gift wrapping 🎁 like the MasterCard.
1.0,Unable to Use on ANY Special Subscriptions,Very disappointing that you are unable to use this gift card on any special subscriptions. This is worthless.
1.0,Horrible,"Most difficult gift card to use.  To activate takes a long time, to register the card it didn’t recognize the city I live in so I had to repeat myself 8 times and it kept saying the wrong city.  Once cars was “activated” the card declined everywhere.  Couldn’t get gas, order anything online or even pay a utility bill.  Going to call amazon to dispute.  Worst experience ever"
5.0,perfect all around gift,perfect for gift giving this holiday season for the person who has everything.
5.0,perfect all around gift,perfect for gift giving this holiday season for the person who has everything.
5.0,Awesome,very fast. had no issues
5.0,Five Stars,xmas gift
3.0,Just a gift card,Just a gift card
5.0,Five Stars,Its free money involved....
5.0,EZ PZ,Quick way to send by email; Genius....genius I say!!
5.0,Check this out!,Fantastic!  Glad I found that though could do this.
1.0,Rip off.,There was no money on the card.  It was embarassing because it was a Christmas gift.  I will only buy Amazon gift cards at local stores like Walgreens.
5.0,it made a great,"Thank you, it made a great gift"
1.0,Not happy,I bought this gift card on a lightning deal quite a few months ago.I only recently tried to Redeem the card and found the foil tape that covers the code wouldn’t Come off properly . Not being able to expose all of the letters in the code I can’t redeem my $50 gift card!
5.0,great gift,Daughter in law was so excited to receive this gift card. she has a kindle so I think i know what she was going to buy!
4.0,Four Stars,Nice Idea.
5.0,Yay! They're on Amazon. 😀,I never noticed these gift cards were available on Amazon until recently. It's very handy having these shipped within one to two days with my Amazon Prime membership.
5.0,Five Stars,Easiest and most practical gift to give.
5.0,Fees are paid by the buyer so the grandkids have the face value to buy what they want.,"Makes a good gift for grandkids, they can use it anywhere"
1.0,GIFT CARD,"I DID'NT GET MY GIFT CARD INSTEAD I REC L.C.L,SURPRISE LIGHTS FOR PETS WITH REAL HAIR"
5.0,Five Stars,what can i say about a gift cerf.
1.0,Confused,Thought $500.00 reload would result in $25.00 bonus. Only realized $10.00
5.0,Five Stars,Fast and convenient.
5.0,I love amazon,Bought for stockinh stuffer. Arrived really fast
5.0,Worked like it should,It’s a reload balance
5.0,:),Love it
5.0,What's not to love about gift cards!  ;),Cute packaging.  What's not to love about gift cards?!  ;)
5.0,Cool!,Like the ornament attached
1.0,Be careful! Otherwise great!,"Amazon sent me an extra card, but I didn’t realize it until I’d given them all out as gifts (there was an extra in the box). One of the cards I gifted had no balance, and it was embarrassing! Otherwise, cards are perfect."
5.0,very nice!,It's a great way to present a gift certificate! It looks great and is nice to open. It looks fun.
3.0,Difficult to use.,It was hard to get the gift card in and out of what us otherwise a cute gift box.
5.0,iTunes money,Ordered this off amazon for my sons birthday. Can’t go wrong with the iTunes gift card. He uses it to pay for his Apple Music
5.0,Spent it on myself,"Finally, bought stuff for myself that i probably wouldn't have if i didn't receive as gift for my birthday! A great gift"
5.0,convenient item,"received this card as a christmas gift and used it to buy a new moisturizer i'd been eyeing for a while, very convenient for people buying for you to get it right from amazon!"
5.0,Five Stars,Worked perfectly and almost instantly
5.0,Five Stars,Very easy to use -
4.0,Easy to order,Good
5.0,Convenient,Easy to use
5.0,Fast shipping,Very convenient and so fast shipping!!
5.0,Good,Easy to do
5.0,Always a great idea,All ways a great idea for girls
5.0,Sweet and whimsical,I loved everything about this! The adorable bag was a hit!
5.0,2.00 min to start .50cent reload easy savings,I don't know peoples email so the e gift card would be hard... but a neat savings tool for oneself  to buy that item and use different cards
5.0,Five Stars,They were a gift to someone else
5.0,Can't complain.,Always works & delivers quick.
5.0,Wonderful dinner at one of our favorite places,Quick delivery! Wonderful dinner at one of our favorite places!
5.0,Five Stars,Gift
5.0,Super easy,It was really fast and easy to do!
3.0,Quick,"My money was taken promptly, and my account reflected it."
5.0,Works perfectly fine,It's was a gift
5.0,Like rewards！,i do not know how to write this review...haha～
5.0,Easy to order,Great for my teenage grandson's birthday!
1.0,Zero balance cards....FRAUD ALERT!,"Bought two $25 Noodles gift cards.  We love Noodles so I had no qualms about ordering.  I should have thought to check reviews since I experienced the same FRAUD as others before me.  There is ZERO balance on either cards.  There is NO return even for defective merchandise.  These cards were sold as a partner with Amazon.  We have purchased many gift cards via Amazon & have been a Prime customer for years.  Again, this offer is a scam - DO NOT BUY!<br />I am so disgusted with this policy & obviously continuing issue we are now considering cancelling our Amazon & Prime accounts.  There are too many honest companies out there to be treated like this.  You better believe we will be informing friends & family of this transaction & encouraging them to follow our lead & leave Amazon.<br />I will update this review if we receive a satisfactory response to all of the letters & complains we’ve filed but we are not holding our breath.  Yes - I am angry but also expected better.<br /><br />Edit - this item is sold by ACI which is an Amazon company & NOT a third party!"
4.0,Good Gift Idea...Really,"I wanted to get an Amazon gift card for a family member as a Christmas present, so I placed my order and waited. Mistakenly, I thought I had ordered an online gift card, but realized my error too late, and sighed and hoped the card would arrive on time.  It arrived well in advance of Christmas, and my uncle was able to order DVDs that he wanted with no problems.  So, if you find yourself ordering a physical gift card rather than a virtual one, don't fret, the old technology still works."
5.0,Perfect gift,Fast shipping!! Perfect gift!
5.0,Cool gift,Awesome gift! Arrived quickly and very cool way to give a gift card!
5.0,Great gift,Arrived when expected & the perfect gift!
5.0,"Cute idea, makes a great impression",Cute and cheeky--the tiny amazon box is a great idea!<br /><br />This gift card delivery made a great impression.  The recipient loved the reference!
5.0,I LOVE AMAZON! Have had a couple of issues over ...,You can NEVER go wrong with an AMAZON gift card!!  I LOVE AMAZON! Have had a couple of issues over the years and both times they handled it quickly and professionally.
5.0,Makes a Great Gift!,Cute tin! Really a festive way to showcase the gift card!
1.0,I purchased several gift cards for the first time prime ...,"I purchased several gift cards for the first time prime day - BIG MISTAKE -  VERY CONFUSING.<br />My bank account showed I was charged, Amazon customer service had a reference number but said I had to wait 24 hours before it was posted. They said someone must have used the card. To date my balance is more than $8 less than my calculations. Lesson learned, I won't  be getting any more giftcards."
5.0,Awesome gift choice.,Awesome way to give a gift card for Christmas. This was shipped quickly and I love that I didn't have to pay extra for the tin.
5.0,Gift card in a pinch,Needed a gift card in a pinch. Arrived on time. The birthday girl was very happy.
5.0,It’s really cute I bought it definitely as a gift,It’s really cute I bought it definitely as a gift
5.0,Nice idea,Perfect for the tween girls.  It is to bad that they haven't been in stock for a while.  It would make a gread Christmas present.
5.0,Fast,Birthday gift
5.0,Cute gift box,Loved the blue box with a bow. I thought it will be extra for the box but no! It’s good to gift this gift card in the box rather than just handing over a card in paper package
5.0,Gift card reloading,Excellent
5.0,Easy to use.,Thank you.
5.0,Five Stars,Perfect gift!
5.0,Perfect and easy!,Perfect and easy!
1.0,I cannot use the gift card,"I tried to use it and it said it is not active yet I ordered it, paid for it and received it.  Please instruct on how to use this gift card.  Thank you!"
5.0,Great tins,These are just great tins for a holiday gift.
5.0,they liked it,they liked it
1.0,does not work,i tried using it and contacting the number on the card and they said the card is not active??? the card says it is active?? terrible...
5.0,Five Stars,great thanks!!!
5.0,Good gift,Came with a elegant gift card holder. It served as a great bridal shower gift and as always came quickly.
5.0,Cute,My Mom loved it. Very cute.
5.0,Five Stars,Made my Best friend really happy
5.0,Five Stars,Received it on perfect time!! This made my best friend really happy for her birthday
5.0,Family choice,The Amazon gift cards were chosen by 4 family members for Christmas. They love being able to choose their own gifts.
1.0,Recipient had no idea gift card had been delivered!,The gift card was fine but the carrier left it on the front porch rocking chair behind a cushion. It was a birthday gift for the 18th and the recipient only found it today when they went to sit on the rocker. Not a professional delivery at all. Disappointed.
5.0,A perfect way for gift giving.,The item was purchase to give as a give to a family member who is an avid Amazon Marketplace shopper. While we haven't given it the the recipient yet we are certain that they will cherish the way the gift is presented to them and will be ordering these gift card/boxes more frequently in the future.
5.0,Thankful & Satisfied! 😊,"I’m happy, because the delivery was so quick, like the next day! I am satisfied and thankful! 👍🏻"
1.0,No longer getting the 2% on loading,"They convinced a bunch of people to set up auto-reload and then quietly removed the 2% benefit to loading any funds on to Amazon to begin with. Anyone who has a rewards card of any sort should stop using this and go back to using their personal rewards card. Really, everyone should stop using this, there is literally no reason to use this anymore."
5.0,Pretty clever.,"I was initially confused as to why Amazon would pay to have a gift card balance reloaded, as either way they are paying the merchant transaction fees. Until I realized that transaction fees consist of a fixed fee per transaction plus a percentage of the transaction amount. If the gift card balance is large enough, it can cover several purchases. This replaces multiple fixed fees per transaction with just one, saving Amazon money. Pretty clever."
5.0,👍,👍
5.0,Five Stars,"The recipient loved it and it arrived quickly, beautifully packaged."
5.0,The gift that keeps giving. You can’t go wrong.,"I buy two of these each year for my husband and son. They actually look for them as I always hide them in another package. The card allows my thrifty (just plain stingy with himself) to purchase a number of little things he would never spend they money on himself. My son won’t buy anything before checking Amazon so I know he puts his to good use. It’s a gift that keeps giving every purchase they make using the card.  If you want to know your gift will be used, give an Amazon gift card!!  And since they seem to change the packaging up enough each year that I get to pick which package I think suits them."
5.0,Guilt free money for my husband and son,"I purchase two of these each year for my husband and my son.  They both look for them Christmas morning.  It’s the perfect gift as they have “free money” to spend at Amazon.  I think they both use it for little things they just wouldn’t buy themselves. I know they both hoard it.  And really, it IS Amazon, so they can always find things to spend it on."
5.0,Easy,Excellent
5.0,Wonderful Feature,I love this program of Amazon.com.  I just reload my balance with a couple of clicks and always have funds to purchase whatever I need.  I would recommend this feature to anyone who loves to read and anyone else who purchases from Amazon.com.
5.0,So sweet!,Perfect for gifting!
5.0,Adorable!,Would definitely order again!
5.0,Everyone likes the gift,Very easy and everyone likes it
3.0,Three Stars,I still have trouble finding it when I need to reload it.
5.0,Great gift,Packaging<br /><br />Wedding gift
5.0,Great gift,Loved the packaging.<br /><br />Wedding gift
5.0,Thanks...,Came in handy.
5.0,Five Stars,Easy to reload. I had no problem purchasing this.
5.0,Adorable!,I got these this year to hold the Amazon gift cards I gave as Christmas presents and they’re my favorite ones yet! The pop up is adorable and the box is well made and sturdy. All five of the boxes survived my cross country trip to their recipients’ homes without issue.
5.0,Perfect!,Perfect little box for the perfect gift card. I gave three of them this year.
5.0,Five Stars,Thanks alot Amazon for your gift.
5.0,Good platform for money,Had this machine for a couple weeks now. It works well and like all the speeds.
5.0,Very nice,"Good product, I recommend it"
1.0,Card ripped out of holder,This is a gift…. There’s no gift receipt and card is all ripped up.
5.0,Purchased as a gift for my admin,She loved the christmas tin
5.0,Good quality,I gave it away as a gift for Christmas 🎁🎄
5.0,I really like being able to reload this gift card,"I really like being able to reload this gift card, so I don't have to use my credit card for every purchase. Saves time."
5.0,Five Stars,The birthday cupcake tine was perfect  Made the gift special
5.0,How I used this valuable Amazon.com Card,Used this within twenty minutes of receiving it to purchase a new blu ray player!!
1.0,$100.00 Uber gift card bought thru Amazon is unusable w/o additional credit card,This was a Christmas gift to my son.  It was downloaded on his phone but refused by Uber because my son failed to produce a “back up” credit card.  I want the $100.00 back. Shame on Uber
5.0,A gift anyone would like,Easy to give and always well-received
5.0,Perfect gift,"Amazon gift cards- always the best gift. Men, women, children, teachers  love  them.<br />Birthdays, weddings, anniversaries, new baby and more.<br />Wouu you do love more design options:)"
5.0,easy gift,love the ease of gift cards. I would like more birthday design options
5.0,Great!,I appreciated the fast delivery and every aspect lived up to expectations
5.0,Five Stars,Fantatically easy.
5.0,Five Stars,"Good quality item, 100% satisfaction!"
5.0,Easy to buy and give,"Very nice looking and easy to buy, easy to use"
5.0,Five Stars,no problems-worked as expected
4.0,Watch your Amazon Gift Card balance,Reloading my Amazon Gift Card online was a breeze. (I just told my hubby I needed more money added!) It would be nice if a warning notice could be sent when you are getting close to maxing out though. I had ordered some books that exceeded my balance by less than a dollar. That resulted in leaving my order in limbo. I had to contact Amazon twice to get things moving. They were very helpful though!
5.0,Amazon Card,Just as expected!
5.0,Rate Item,Card was as expected!
2.0,Paper egg presentation damaged,"Looked nice but paper egg was damaged.  Pattern off edges, marks all over.  Wouldn’t have bought this in a store.  Gave this to a child and they don’t care.  Would never have given this to an adult."
5.0,Great Gift,Great gift for the grandkids!  Always a hit.
1.0,No Activation code,"Should never have bought this online. Didn't send me an activation code with it, so it was unusable."
5.0,Love,Easy gift
5.0,Five Stars,Great gift
5.0,Five Stars,Great gift
5.0,Five Stars,it worked
5.0,Beautiful gift box and I will order again!,Gift Box
5.0,Price,Good
5.0,A Wow Gift,Recipients have been wowed by this gift container even before they open the box to see how much they were given.
3.0,Did not include gift note.,"Gift card arrived on time but did not include the gift note, so the recipient didn't know who it was from."
5.0,fits gift card,Nice container for gift card
5.0,Best ever gift!!!,What better gift can you give than an awesome Amazon gift card!!  Like who wouldn't want that!  This card comes with the sweetest gift card holder.  I wanted to keep it for myself!  Anyone getting this gift will be super impressed and wonderfully happy!!!
5.0,Spend it,Nothing
5.0,Came fast,Adorable
5.0,Easy and quick delivery.,Worked really well.  Ordered in am and my sister received late the same afternoon.
4.0,We love Kirkland’s!,4 stars instead of 5 because this card took awhile to get. It did arrive before Christmas thankfully!  I gave it to my daughter as a Christmas gift and she used it right away.  We love Kirklands and shop there frequently.
5.0,Great gift!,Great gift for an Amazon shopper that has everything especially! Packaged pretty and delivered quickly.
1.0,Plain card,Ugly plain card
5.0,Gift card,Best buy for gifts
1.0,Baha,"Here is how I fixed this mess. I didn’t address anything, I didn’t reload a damn thing. Keep the money Jeff Bezos it seems you need more than me."
5.0,😊,Good deal!
5.0,Great purchase!,I purchased this gift card for my husband for our wedding anniversary. He was very pleased! I will definitely purchase again in the future!
5.0,A Golden Beauty,Such a pretty way to celebrate - and such  a beautiful presentation.
5.0,It’s just great!,Easy as pie!!
5.0,"Easy, Fast and everyone likes this card!","Gift for anyone you need to give to. Is always liked and appreciated.<br />I sometimes place the card attached or inside a much smaller gift. LUV IT,"
5.0,Came quickly,Perfect for Christmas!
5.0,Always a hit!,"You can never go wrong with an Amazon card. Great selection, service and delivery."
5.0,Perfect gift for the avid Amazon shopper,It's hard to think of something to give to my 26 year old picky child. But an AMZON GIFT CARD was the perfect solution.
5.0,Overall great purchase!,"Fast shipping, great packaging for Christmas, great deal:)"
5.0,I'm totally happy with it,I sent it to my grandson. I'm totally happy with it.
1.0,No gift card amount???,"Hi, the hell with Amazon sell gift cards and you bribe them in different amounts and they come and none of them are marked what amount the gift cards for?? Wtf absolutely so you have to scrape off the pen to see how much the card is worth so you can write on the card with a marker how much the gift card as you’re giving"
5.0,Great Gift,My son loved the cute tin it came in
5.0,Five Stars,Super cute & my friend loved it
5.0,Great gift,Easy to gift
5.0,Five Stars,Beautiful giftbox
5.0,Five Stars,just as pictured in beautiful gift box
1.0,Needs to be more organized....,I purchased multiple gift cards and filled out cards to go with each one online. I got the box with all the gift cards and all the tags were not attached to the items. I had to go home ( I was at my father in laws) and get my list to figure out what went with what item. It would of been helpful if the tags were attached to the cards. :(
1.0,Do not order baby gift card.,I ordered a $100 baby gift card with note attached.  The card arrived with no denomination printer on it.  I spent $100 and my coworker does not know how large or small the gift is.  The &#34;note &#34; was printed on cheap receipt paper.  I am very disappointed and embarassed to give as a gift.
5.0,The card could've been made of plastic instead of paper,"It's cute, but I just thought the instructions could've been written on a small paper and placed inside the box. I thought the card were plastic, that would've been more well presented if it was"
5.0,Very cute,Amazing packaging for a gift card
5.0,Better than buying a gift that nobody like. They get to buy what they want.,"A gift card says, "" I want you to have what you want""."
5.0,Wife’s favorite,Wife’s favorite. Ordered for her for a special occasion. Made her happy. Worked without any issue at store.
5.0,Winter season gift card,Nice design
1.0,Not a happy camper,"I reloaded my card for an amount higher than I really needed. Within an hour, I tried to change it and was told I couldn't. Not a happy camper."
4.0,Very Good way to have all Gift cards balance consolidated!!!,Its great that all the gift cards balance can merged and converted into amazon balance. It eliminates the risk of loosing card or loosing balance from inactivity.
5.0,Five Stars,So perfect for Christmas!
5.0,gift it or simply add credit to use yourself,Reloadable Amazon card
5.0,Good,Good to have
5.0,Five Stars,Cant go wrong with this.
5.0,Super gifty and cardy,It's both a gift card and digital at the same time! What is this sorcery?
5.0,Great for gift set,Great for the holidays
1.0,Amazon does not care about its customers,This was a fraudulent purchase and amazon did nothing about it. There customer service has gone way down hill
5.0,Good,Sent it to my grandson. Great
4.0,Great gift!,"Bought for a wedding gift as there was no registration. They loved it as they use Amazon Prime all of the time. While the gift box was nice, it was a little flimsy and the gift card is a thin piece of cardboard they would type into their gift card balance. Not exactly as expected but a great gift nonetheless!"
5.0,Nice gift,Didn't have to shop
3.0,What's with plastic online?,"Ordered through Alexa, &#34;Alexa, order $25 gift card&#34;. Wasn't expecting to be shipped physical card in these days of digital gift cards and you have to enter the code online to use it. What a waste. What is this, the checkout line at Walmart?"
5.0,ok,An online transaction that worked as expected.
5.0,Easy,Easy process
5.0,I loved the packaging,I loved the packaging!! It was a last minute present. Also it arrived fast!! I will definitely purchase more in the future
5.0,Great way to get a last minute Gift to family or friends....,Saved a very important occasion for me.<br />Thanks
1.0,Card does not work.,Nothing else to say after knowing that the car does not work. And there is no way to notify Amazon other than to write a bad review.
1.0,Looks like a recycled gift card,"Arrived damaged with worn edges and not the ""Jingle"" edition... The reason I purchased them (x2) for holiday gifts this year (for the JCP mommy and me collection!). Disappointing (and embarrassing) to gift someone what looks like a recycled gift card. And paid $400."
5.0,Great place to eat,Great place good food
5.0,Amazon Gift Card,"it was perfect, the recipient loved it"
1.0,reloading gift card,It now shows that the balance on my gift card is ZERO!!!  Does not show that I transferred $100 to it (plus the $10 for reloading).  Crap!!!
5.0,Gift Card,"Very clever, very cute. My husband loved receiving his gift card in the Amazon box. I wouldn't hesitate to give another Amazon gift card box"
5.0,Five Stars,A favorite gift to give via postal delivery.  Everyone loves the Roadhouse.
5.0,Gift,No effort to give immediately.pretty and small
5.0,Five Stars,Nice way to present a birthday present!
5.0,Five Stars,Good gift idea.
5.0,Perfect gifts,Given as gifts to two grandsons.  Well received.
5.0,Five Stars,got my 5$$
5.0,I want m on re,So easy to buy and use
5.0,Five Stars,good
5.0,Five Stars,a box is a box&#62;&#62;&#62;
5.0,Five Stars,a box is a box....
5.0,Bien,Buena inversión
1.0,"It shouldn't take all day for my money to go on my account, if I could give you 0 stars i would",Seriously mad right now .
5.0,(:,Works as expected... not sure what other details I can provide about a gift card purchase 😅
5.0,A free gift card box with a gift card - thank you!!,Super cute for a birthday present!
5.0,As advertised on delivery,Everything OK
5.0,card,it was a gift
5.0,Sturdy and Good looking,Metal container is very sturdy and good looking!  Pretty and elegant!  It just needs a bow and ready!
1.0,I am very sorry I didn’t ask for disappointment,I gave this to a friend who’ve Amazon’s disappoints with all their rules. As I gave rave reviews about and I am proven wrong .
5.0,Love the fast service,Easy to send
5.0,Five Stars,Great to deal with.....  Would highly recommend.....  Speedy delivery!!  Thanks again....
